DATE      , MinT, MaxT, MnRH, MxRH, VPDM, VPDA, Rain,  FMH,  FMW,
09/12/2000,   80 ,  102 ,    5 ,   21 , 6605 , 4601 , 0.00 ,  1.0 , 71.7 ,
09/13/2000,   73 ,  107 ,    6 ,   28 , 7577 , 3758 , 0.00 ,  3.5 , 69.1 ,
09/14/2000,   64 ,   91 ,   15 ,   98 , 4223 , 1254 , 0.00 ,  7.3 , 71.1 ,
09/15/2000,   69 ,   92 ,   41 ,   70 , 3024 , 1533 , 0.00 ,  5.8 , 60.0 ,
09/16/2000,   79 ,  104 ,   13 ,   42 , 6420 , 3657 , 0.00 ,  2.8 , 60.0 ,
09/17/2000,   84 ,  108 ,    5 ,   48 , 7885 , 3988 , 0.00 ,  4.5 , 60.0 ,
09/18/2000,   65 ,  100 ,   26 ,   86 , 4845 , 1984 , 0.00 ,  4.9 , 60.0 ,
09/19/2000,   66 ,   95 ,   22 ,   62 , 4386 , 1725 , 0.00 ,  6.8 , 60.0 ,
09/20/2000,   58 ,   87 ,   48 ,   99 , 2277 ,  966 , 0.00 ,  8.8 , 60.0 ,
09/21/2000,   58 ,   76 ,   65 ,   99 , 1072 ,  605 , 0.03 , 35.0 , 60.0 ,
09/22/2000,   57 ,   65 ,   78 ,   99 ,  463 ,  280 , 0.00 , 12.5 , 60.0 ,
09/23/2000,   57 ,   73 ,   62 ,   99 , 1053 ,  580 , 0.20 ,  8.5 , 60.0 ,
09/24/2000,   57 ,   81 ,   56 ,   88 , 1589 ,  619 , 0.00 ,  7.6 , 60.0 ,
09/25/2000,   66 ,   90 ,   10 ,   60 , 4333 , 2849 , 0.00 ,  1.7 , 60.0 ,
09/26/2000,   67 ,   92 ,   10 ,   58 , 4613 , 1680 , 0.00 ,  7.2 , 60.0 ,
09/27/2000,   57 ,   82 ,   50 ,   99 , 1865 ,  550 , 0.00 , 22.6 , 60.0 ,
09/28/2000,   59 ,   71 ,   74 ,   99 ,  673 ,  402 , 0.00 ,  9.8 , 60.0 ,
09/29/2000,   57 ,   77 ,   57 ,   99 , 1362 ,  611 , 0.00 ,  9.8 , 60.0 ,
09/30/2000,   57 ,   75 ,   55 ,   98 , 1333 ,  574 , 0.00 ,  8.3 , 60.0 ,
10/01/2000,   59 ,   77 ,   59 ,   99 , 1298 ,  538 , 0.00 ,  8.9 , 60.0 ,
10/02/2000,   56 ,   79 ,   58 ,   99 , 1421 ,  459 , 0.00 ,  8.9 , 60.0 ,
10/03/2000,   54 ,   82 ,   43 ,   99 , 2126 ,  810 , 0.00 ,  7.9 , 60.0 ,
10/04/2000,   55 ,   75 ,   58 ,   99 , 1244 ,  522 , 0.00 , 12.9 , 60.0 ,
10/05/2000,   57 ,   76 ,   54 ,   98 , 1409 ,  711 , 0.00 ,  7.4 , 60.0 ,
10/06/2000,   57 ,   76 ,   54 ,   99 , 1409 ,  469 , 0.01 , 13.7 , 60.0 ,
10/07/2000,   58 ,   68 ,   69 ,   99 ,  725 ,  531 , 0.00 ,  9.6 , 60.0 ,
10/08/2000,   56 ,   74 ,   55 ,   98 , 1289 ,  521 , 0.00 , 10.4 , 60.0 ,
10/09/2000,   55 ,   72 ,   61 ,   99 , 1045 ,  512 , 0.00 ,  8.4 , 60.0 ,
10/10/2000,   52 ,   75 ,   54 ,   99 , 1363 ,  824 , 0.00 ,  9.7 , 60.0 ,
10/11/2000,   49 ,   67 ,   54 ,   98 , 1039 ,  503 , 0.00 ,  9.9 , 60.0 ,
10/12/2000,   48 ,   67 ,   51 ,   98 , 1106 ,  505 , 0.00 ,  7.6 , 60.0 ,
10/13/2000,   53 ,   76 ,   47 ,   82 , 1624 ,  756 , 0.00 ,  6.6 , 60.0 ,
10/14/2000,   59 ,   82 ,   27 ,   53 , 2723 , 1544 , 0.00 ,  4.3 , 60.0 ,
10/15/2000,   56 ,   85 ,   25 ,   55 , 3082 , 1078 , 0.00 ,  6.8 , 60.0 ,
10/16/2000,   57 ,   85 ,   31 ,   57 , 2835 , 1203 , 0.00 ,  5.3 , 60.0 ,
10/17/2000,   63 ,   91 ,   12 ,   40 , 4372 , 2400 , 0.00 ,  2.8 , 60.0 ,
10/18/2000,   58 ,   93 ,   14 ,   98 , 4547 , 1409 , 0.00 , 15.0 , 60.0 ,
10/19/2000,   53 ,   74 ,   59 ,   99 , 1175 ,  462 , 0.00 ,  8.1 , 60.0 ,
10/20/2000,   56 ,   79 ,   35 ,   98 , 2199 ,  653 , 0.00 ,  8.6 , 60.0 ,
10/21/2000,   54 ,   75 ,   59 ,   99 , 1215 ,  560 , 0.00 ,  9.7 , 60.0 ,
10/22/2000,   56 ,   75 ,   21 ,   92 , 2341 , 1558 , 0.00 ,  3.4 , 60.0 ,
10/23/2000,   62 ,   79 ,   15 ,   36 , 2875 , 1521 , 0.00 ,  5.1 , 60.0 ,
10/24/2000,   56 ,   77 ,   30 ,   98 , 2217 ,  848 , 0.00 ,  8.3 , 60.0 ,
10/25/2000,   57 ,   74 ,   35 ,   69 , 1863 , 1026 , 0.00 ,  6.2 , 60.0 ,
10/26/2000,   50 ,   74 ,   39 ,   98 , 1748 ,  694 , 0.02 ,  9.2 , 60.0 ,
10/27/2000,   49 ,   67 ,   57 ,   99 ,  971 ,  389 , 2.92 , 19.3 , 60.0 ,
10/28/2000,   52 ,   65 ,   68 ,   99 ,  674 ,  166 , 0.00 , 10.4 , 60.0 ,
10/29/2000,   51 ,   68 ,   60 ,   99 ,  935 ,  544 , 0.02 , 14.3 , 60.0 ,
10/30/2000,   47 ,   64 ,   46 ,   99 , 1099 ,  557 , 0.78 ,  8.0 , 60.0 ,
10/31/2000,   48 ,   65 ,   46 ,   95 , 1138 ,  390 , 0.00 ,  8.5 , 60.0 ,
11/01/2000,   51 ,   69 ,   38 ,   61 , 1500 ,  802 , 0.00 ,  6.4 , 60.0 ,
11/02/2000,   54 ,   73 ,   26 ,   64 , 2050 ,  883 , 0.00 ,  6.2 , 60.0 ,
11/03/2000,   61 ,   74 ,   15 ,   44 , 2436 , 1928 , 0.00 ,  2.7 , 60.0 ,
11/05/2000,   52 ,   77 ,   17 ,   77 , 2628 ,  706 , 0.00 ,  9.7 , 60.0 ,
11/06/2000,   50 ,   65 ,   66 ,   99 ,  716 ,  352 , 0.00 , 12.1 , 60.0 ,
11/07/2000,   54 ,   66 ,   16 ,   88 , 1832 , 1481 , 0.00 ,  2.9 , 60.0 ,
11/08/2000,   53 ,   69 ,   12 ,   29 , 2129 , 1273 , 0.00 ,  4.2 , 60.0 ,
11/09/2000,   49 ,   68 ,   36 ,   87 , 1496 ,  712 , 0.00 ,  7.1 , 60.0 ,
11/10/2000,   43 ,   65 ,   49 ,   98 , 1074 ,  657 , 0.00 ,  7.1 , 60.0 ,
11/11/2000,   41 ,   60 ,   45 ,   90 ,  971 ,  398 , 0.00 ,  7.8 , 60.0 ,
11/12/2000,   45 ,   64 ,   25 ,   59 , 1526 ,  848 , 0.00 ,  4.9 , 60.0 ,
11/13/2000,   48 ,   65 ,   20 ,   50 , 1685 , 1028 , 0.00 ,  4.3 , 60.0 ,
11/14/2000,   43 ,   67 ,   26 ,   62 , 1671 ,  805 , 0.00 ,  5.9 , 60.0 ,
11/15/2000,   44 ,   63 ,   33 ,   56 , 1316 ,  624 , 0.00 ,  6.3 , 60.0 ,
11/16/2000,   45 ,   63 ,   28 ,   66 , 1414 ,  578 , 0.00 ,  7.9 , 60.0 ,
11/17/2000,   48 ,   60 ,   18 ,   98 , 1448 , 1153 , 0.00 ,  3.2 , 60.0 ,
11/18/2000,   52 ,   72 ,   10 ,   24 , 2411 , 1472 , 0.00 ,  3.0 , 60.0 ,
11/19/2000,   58 ,   79 ,    8 ,   42 , 3112 , 1980 , 0.00 ,  2.1 , 60.0 ,
11/20/2000,   64 ,   80 ,    7 ,   16 , 3251 , 2427 , 0.00 ,  1.8 , 60.0 ,
11/21/2000,   64 ,   76 ,    8 ,   20 , 2818 , 1962 , 0.00 ,  3.2 , 60.0 ,
11/22/2000,   47 ,   76 ,   20 ,   99 , 2451 ,  747 , 0.00 , 10.0 , 60.0 ,
11/23/2000,   47 ,   67 ,   31 ,   65 , 1558 ,  522 , 0.00 ,  8.2 , 60.0 ,
11/24/2000,   50 ,   72 ,   47 ,   94 , 1420 ,  698 , 0.00 ,  7.2 , 60.0 ,
11/25/2000,   57 ,   79 ,   27 ,   68 , 2469 , 1529 , 0.00 ,  4.1 , 60.0 ,
11/26/2000,   60 ,   79 ,   14 ,   30 , 2909 , 1632 , 0.00 ,  4.5 , 60.0 ,
11/27/2000,   61 ,   76 ,   20 ,   42 , 2451 , 1306 , 0.00 ,  6.0 , 60.0 ,
11/28/2000,   60 ,   78 ,   25 ,   48 , 2455 , 1433 , 0.00 ,  4.9 , 60.0 ,
11/29/2000,   48 ,   79 ,   25 ,   99 , 2537 ,  791 , 0.00 ,  9.0 , 60.0 ,
11/30/2000,   49 ,   70 ,   53 ,   98 , 1176 ,  326 , 0.00 ,  8.5 , 60.0 ,
12/01/2000,   53 ,   70 ,   32 ,   75 , 1702 ,  961 , 0.00 ,  6.5 , 60.0 ,
12/02/2000,   57 ,   75 ,   24 ,   52 , 2252 , 1140 , 0.00 ,  5.9 , 60.0 ,
12/03/2000,   55 ,   77 ,   22 ,   46 , 2470 , 1051 , 0.00 ,  6.5 , 60.0 ,
12/04/2000,   61 ,   76 ,   19 ,   46 , 2481 , 1770 , 0.00 ,  3.8 , 60.0 ,
12/05/2000,   63 ,   83 ,   21 ,   39 , 3044 , 2083 , 0.00 ,  4.0 , 60.0 ,
12/06/2000,   64 ,   81 ,   17 ,   29 , 2997 , 2210 , 0.00 ,  4.8 , 60.0 ,
12/07/2000,   62 ,   76 ,   22 ,   59 , 2389 , 1360 , 0.00 ,  5.6 , 60.0 ,
12/08/2000,   51 ,   76 ,   39 ,   99 , 1869 ,  591 , 0.00 , 23.4 , 60.0 ,
12/09/2000,   51 ,   64 ,   80 ,   99 ,  407 ,  140 , 0.00 , 10.5 , 60.0 ,
12/10/2000,   48 ,   65 ,   71 ,   99 ,  611 ,  163 , 0.00 , 25.2 , 60.0 ,
12/11/2000,   47 ,   64 ,   62 ,   98 ,  773 ,  117 , 0.00 , 15.3 , 60.0 ,
12/12/2000,   47 ,   61 ,   49 ,   99 ,  933 ,  736 , 0.00 ,  7.8 , 60.0 ,
12/13/2000,   45 ,   60 ,   38 ,   83 , 1095 ,  416 , 0.00 ,  8.4 , 60.0 ,
12/14/2000,   46 ,   60 ,   60 ,   98 ,  707 ,  219 , 0.00 , 11.9 , 60.0 ,
12/15/2000,   48 ,   70 ,   55 ,   97 , 1126 ,  326 , 0.00 , 11.2 , 60.0 ,
12/16/2000,   56 ,   77 ,   16 ,   65 , 2660 , 1749 , 0.00 ,  2.7 , 60.0 ,
12/17/2000,   64 ,   81 ,    6 ,   17 , 3394 , 2393 , 0.00 ,  1.6 , 60.0 ,
12/18/2000,   58 ,   82 ,    6 ,   14 , 3507 , 2385 , 0.00 ,  1.2 , 60.0 ,
12/19/2000,   60 ,   81 ,    4 ,   19 , 3467 , 1897 , 0.00 ,  3.4 , 60.0 ,
12/20/2000,   56 ,   81 ,    5 ,   22 , 3431 , 1762 , 0.00 ,  3.5 , 60.0 ,
12/21/2000,   55 ,   77 ,   17 ,   38 , 2628 , 1397 , 0.00 ,  4.2 , 60.0 ,
12/22/2000,   49 ,   77 ,   22 ,   45 , 2470 , 1000 , 0.00 ,  6.4 , 60.0 ,
12/23/2000,   51 ,   69 ,   31 ,   86 , 1669 ,  651 , 0.00 ,  7.3 , 60.0 ,
12/24/2000,   51 ,   70 ,   26 ,   57 , 1852 ,  625 , 0.00 ,  7.9 , 60.0 ,
12/25/2000,   56 ,   67 ,   10 ,   70 , 2032 , 1652 , 0.00 ,  1.8 , 60.0 ,
12/26/2000,   58 ,   70 ,   10 ,   23 , 2253 , 1527 , 0.00 ,  3.7 , 60.0 ,
12/27/2000,   57 ,   76 ,    9 ,   25 , 2788 , 1828 , 0.00 ,  2.5 , 60.0 ,
12/28/2000,   60 ,   78 ,    9 ,   20 , 2978 , 1841 , 0.00 ,  3.2 , 60.0 ,
12/29/2000,   62 ,   84 ,   10 ,   34 , 3581 , 2398 , 0.00 ,  1.9 , 60.0 ,
12/30/2000,   60 ,   83 ,   11 ,   23 , 3429 , 1974 , 0.00 ,  3.5 , 60.0 ,
12/31/2000,   57 ,   78 ,   17 ,   30 , 2717 , 1767 , 0.00 ,  2.8 , 60.0 ,
01/01/2001,   56 ,   78 ,   12 ,   25 , 2880 , 1680 , 0.00 ,  3.2 , 60.0 ,
01/02/2001,   60 ,   78 ,    9 ,   22 , 2978 , 2193 , 0.00 ,  1.6 , 60.0 ,
01/03/2001,   63 ,   80 ,    6 ,   10 , 3285 , 2406 , 0.00 ,  1.1 , 60.0 ,
01/04/2001,   63 ,   84 ,    6 ,    8 , 3740 , 2562 , 0.00 ,  1.0 , 60.0 ,
01/05/2001,   64 ,   84 ,    6 ,   15 , 3740 , 2568 , 0.00 ,  3.0 , 60.0 ,
01/06/2001,   56 ,   71 ,   15 ,   39 , 2201 , 1256 , 0.00 ,  4.8 , 60.0 ,
01/07/2001,   52 ,   71 ,   28 ,   47 , 1864 , 1190 , 0.00 ,  4.8 , 60.0 ,
01/08/2001,   46 ,   71 ,   11 ,   99 , 2305 ,  567 , 0.19 , 35.0 , 60.0 ,
01/09/2001,   45 ,   62 ,   42 ,   99 , 1100 ,  420 , 0.04 ,  9.9 , 60.0 ,
01/10/2001,   47 ,   63 ,   42 ,   99 , 1139 ,  368 , 0.00 , 26.0 , 60.0 ,
01/11/2001,   43 ,   54 ,   84 ,  100 ,  228 ,   80 , 5.36 , 18.5 , 60.0 ,
01/12/2001,   41 ,   56 ,   70 ,   99 ,  459 ,  187 , 0.80 , 35.0 , 60.0 ,
01/13/2001,   43 ,   60 ,   67 ,   99 ,  583 ,  209 , 0.00 , 10.3 , 60.0 ,
01/14/2001,   43 ,   60 ,   56 ,   99 ,  777 ,  290 , 0.00 , 11.8 , 60.0 ,
01/15/2001,   45 ,   59 ,   36 ,   98 , 1091 ,  780 , 0.00 ,  6.0 , 60.0 ,
01/16/2001,   41 ,   58 ,   25 ,   55 , 1233 ,  892 , 0.00 ,  5.1 , 60.0 ,
01/17/2001,   41 ,   57 ,   20 ,   34 , 1269 ,  904 , 0.00 ,  3.5 , 60.0 ,
01/18/2001,   49 ,   65 ,   14 ,   35 , 1812 , 1047 , 0.00 ,  4.5 , 60.0 ,
01/19/2001,   51 ,   66 ,   17 ,   40 , 1810 ,  873 , 0.00 ,  7.2 , 60.0 ,
01/20/2001,   52 ,   70 ,   21 ,   45 , 1977 , 1254 , 0.00 ,  4.2 , 60.0 ,
01/22/2001,   51 ,   68 ,   27 ,   54 , 1706 ,  731 , 0.00 ,  7.6 , 60.0 ,
01/23/2001,   42 ,   69 ,   28 ,   98 , 1742 ,  396 , 0.00 ,  8.6 , 60.0 ,
01/24/2001,   45 ,   63 ,   27 ,   99 , 1434 ,  464 , 0.50 , 35.0 , 60.0 ,
01/25/2001,   42 ,   57 ,   48 ,   95 ,  825 ,  343 , 0.00 , 11.5 , 60.0 ,
01/26/2001,   41 ,   57 ,   55 ,   99 ,  714 ,  427 , 0.70 , 35.0 , 60.0 ,
01/27/2001,   40 ,   57 ,   53 ,   99 ,  746 ,  311 , 0.30 , 10.2 , 60.0 ,
01/28/2001,   42 ,   59 ,   42 ,   98 ,  989 ,  276 , 0.00 , 10.6 , 60.0 ,
01/29/2001,   42 ,   59 ,   60 ,   99 ,  682 ,  161 , 0.00 , 18.3 , 60.0 ,
01/30/2001,   45 ,   59 ,   22 ,   92 , 1329 ,  992 , 0.00 ,  4.1 , 60.0 ,
01/31/2001,   46 ,   63 ,   17 ,   26 , 1630 , 1172 , 0.00 ,  3.3 , 60.0 ,
02/01/2001,   53 ,   69 ,   14 ,   21 , 2080 , 1490 , 0.00 ,  2.8 , 60.0 ,
02/02/2001,   56 ,   71 ,   16 ,   23 , 2175 , 1485 , 0.00 ,  3.4 , 60.0 ,
02/03/2001,   63 ,   86 ,   12 ,   30 , 3733 , 2077 , 0.00 ,  3.2 , 60.0 ,
02/05/2001,   68 ,   88 ,   17 ,   33 , 3752 , 2344 , 0.00 ,  4.4 , 60.0 ,
02/06/2001,   55 ,   82 ,   29 ,   72 , 2649 ,  990 , 0.00 ,  9.8 , 60.0 ,
02/07/2001,   38 ,   65 ,   35 ,   98 , 1369 ,  835 , 0.00 ,  7.2 , 60.0 ,
02/08/2001,   40 ,   57 ,   19 ,   68 , 1285 ,  523 , 0.01 ,  6.5 , 60.0 ,
02/09/2001,   41 ,   58 ,   19 ,   86 , 1332 ,  269 , 0.00 , 17.4 , 60.0 ,
02/10/2001,   42 ,   54 ,   58 ,   99 ,  597 ,  140 , 0.84 , 35.0 , 60.0 ,
02/11/2001,   40 ,   53 ,   76 ,   99 ,  329 ,    1 , 0.06 , 35.0 , 60.0 ,
02/12/2001,   44 ,   50 ,   89 ,   99 ,  135 ,   98 , 1.39 , 26.7 , 60.0 ,
02/13/2001,   38 ,   49 ,   99 ,   99 ,   12 ,  148 , 1.86 , 35.0 , 60.0 ,
02/14/2001,   37 ,   55 ,   59 ,   99 ,  605 ,  286 , 0.09 , 10.3 , 60.0 ,
02/15/2001,   42 ,   57 ,   59 ,   98 ,  650 ,  312 , 0.01 , 11.5 , 60.0 ,
02/16/2001,   43 ,   65 ,   44 ,   92 , 1180 ,  584 , 0.00 ,  7.2 , 60.0 ,
02/17/2001,   50 ,   69 ,   28 ,   54 , 1742 ,  999 , 0.00 ,  5.5 , 60.0 ,
02/21/2001,   44 ,   64 ,   69 ,   99 ,  631 ,  177 , 0.00 ,  9.6 , 60.0 ,
02/22/2001,   48 ,   66 ,   55 ,   98 ,  982 ,  419 , 0.00 , 19.4 , 60.0 ,
02/23/2001,   40 ,   59 ,   50 ,   98 ,  852 ,  246 , 0.12 , 35.0 , 60.0 ,
02/24/2001,   42 ,   55 ,   64 ,   99 ,  531 ,  222 , 0.15 , 35.0 , 60.0 ,
02/25/2001,   42 ,   48 ,   98 ,   99 ,   23 ,   18 , 0.52 , 35.0 , 60.0 ,
02/26/2001,   43 ,   56 ,   83 ,   99 ,  260 ,   56 , 1.92 , 35.0 , 60.0 ,
02/27/2001,   46 ,   56 ,   77 ,   99 ,  352 ,  218 , 0.23 , 35.0 , 60.0 ,
02/28/2001,   42 ,   50 ,   86 ,   99 ,  172 ,  199 , 0.30 , 35.0 , 60.0 ,
03/01/2001,   43 ,   63 ,   58 ,   99 ,  825 ,  362 , 0.05 ,  9.0 , 60.0 ,
03/02/2001,   47 ,   64 ,   57 ,   77 ,  875 ,  300 , 0.00 , 12.9 , 60.0 ,
03/03/2001,   45 ,   63 ,   71 ,   99 ,  570 ,  361 , 0.00 , 19.6 , 60.0 ,
03/04/2001,   46 ,   55 ,   72 ,   99 ,  413 ,  189 , 0.00 , 22.6 , 60.0 ,
03/05/2001,   48 ,   51 ,   92 ,   99 ,  102 ,  105 , 1.05 , 26.6 , 60.0 ,
03/06/2001,   47 ,   55 ,   99 ,   99 ,   15 ,   69 , 2.49 , 35.0 , 60.0 ,
03/07/2001,   46 ,   64 ,   60 ,   99 ,  814 ,   12 , 0.01 , 14.3 , 60.0 ,
03/08/2001,   48 ,   65 ,   77 ,   99 ,  485 ,  102 , 0.00 , 16.2 , 60.0 ,
03/09/2001,   48 ,   65 ,   75 ,   99 ,  527 ,  485 , 0.00 , 19.5 , 60.0 ,
03/11/2001,   44 ,   63 ,   38 ,   99 , 1218 ,  477 , 0.00 , 13.7 , 60.0 ,
03/12/2001,   45 ,   66 ,   47 ,   98 , 1156 ,  568 , 0.00 ,  6.7 , 60.0 ,
03/13/2001,   55 ,   74 ,   30 ,   56 , 2006 ,  916 , 0.00 ,  6.2 , 60.0 ,
03/14/2001,   48 ,   75 ,   21 ,   99 , 2341 ,  450 , 0.00 , 13.9 , 60.0 ,
03/15/2001,   46 ,   66 ,   74 ,   99 ,  567 ,  152 , 0.00 , 12.4 , 60.0 ,
03/16/2001,   46 ,   65 ,   72 ,   99 ,  590 ,  143 , 0.00 , 14.8 , 60.0 ,
03/17/2001,   47 ,   68 ,   61 ,   99 ,  911 ,  174 , 0.00 , 10.1 , 60.0 ,
03/18/2001,   58 ,   79 ,   38 ,   68 , 2097 ,  985 , 0.00 ,  6.3 , 60.0 ,
03/20/2001,   67 ,   89 ,   18 ,   45 , 3826 , 2008 , 0.00 ,  5.2 , 60.0 ,
03/21/2001,   55 ,   86 ,   23 ,   71 , 3267 , 1079 , 0.00 , 10.4 , 60.0 ,
03/22/2001,   47 ,   72 ,   61 ,   99 , 1045 ,  493 , 0.00 ,  9.8 , 60.0 ,
03/23/2001,   47 ,   64 ,   61 ,   99 ,  793 ,  204 , 0.00 , 11.2 , 60.0 ,
03/24/2001,   48 ,   68 ,   67 ,   99 ,  771 ,  254 , 0.00 ,  9.5 , 60.0 ,
03/26/2001,   49 ,   71 ,   66 ,   99 ,  880 ,  375 , 0.01 , 26.6 , 70.0 ,
03/27/2001,   51 ,   71 ,   60 ,   99 , 1036 ,  230 , 0.00 , 45.4 , 80.0 ,
03/28/2001,   52 ,   71 ,   29 ,   98 , 1839 ,  167 , 0.00 , 61.0 , 89.6 ,
03/29/2001,   51 ,   71 ,   70 ,   99 ,  777 ,  273 , 0.00 , 75.1 , 98.2 ,
03/30/2001,   51 ,   72 ,   66 ,   99 ,  911 ,  234 , 0.00 , 87.9 ,105.7 ,
04/01/2001,   50 ,   70 ,   73 ,   99 ,  676 ,  516 , 0.02 ,110.2 ,114.8 ,
04/02/2001,   46 ,   67 ,   61 ,   99 ,  881 ,  350 , 0.00 ,118.0 ,123.0 ,
04/03/2001,   45 ,   67 ,   56 ,   99 ,  994 ,  589 , 0.01 ,133.9 ,131.7 ,
04/04/2001,   45 ,   62 ,   55 ,   98 ,  853 ,  537 , 0.00 ,149.9 ,140.7 ,
04/05/2001,   43 ,   60 ,   53 ,   99 ,  830 ,  445 , 0.00 ,162.7 ,149.1 ,
04/06/2001,   43 ,   60 ,   51 ,   98 ,  866 ,  209 , 0.00 ,173.6 ,155.2 ,
04/07/2001,   44 ,   61 ,   58 ,   99 ,  769 ,  255 , 1.37 ,205.8 ,172.6 ,
04/08/2001,   40 ,   58 ,   35 ,   98 , 1069 ,  557 , 0.01 ,215.8 ,179.8 ,
04/09/2001,   39 ,   61 ,   37 ,   98 , 1153 ,  347 , 0.00 ,215.8 ,186.9 ,
04/10/2001,   41 ,   64 ,   49 ,   87 , 1037 ,  439 , 0.00 ,215.8 ,184.3 ,
04/11/2001,   44 ,   64 ,   49 ,   99 , 1037 ,  442 , 0.00 ,215.8 ,184.2 ,
04/12/2001,   44 ,   64 ,   58 ,   99 ,  854 ,  249 , 0.00 ,215.8 ,183.7 ,
04/13/2001,   50 ,   69 ,   47 ,   83 , 1282 ,  654 , 0.00 ,215.8 ,179.6 ,
04/14/2001,   48 ,   74 ,   30 ,   90 , 2006 ,  668 , 0.00 ,201.7 ,170.5 ,
04/15/2001,   49 ,   69 ,   53 ,   88 , 1137 ,  524 , 0.00 ,196.5 ,167.4 ,
04/16/2001,   52 ,   75 ,   48 ,   79 , 1541 ,  596 , 0.00 ,191.6 ,164.6 ,
04/17/2001,   55 ,   80 ,   17 ,   52 , 2901 , 1142 , 0.00 ,184.0 ,160.1 ,
04/18/2001,   57 ,   80 ,   31 ,   62 , 2412 , 1092 , 0.00 ,178.4 ,156.9 ,
04/19/2001,   48 ,   70 ,   54 ,   99 , 1151 ,  373 , 0.00 ,177.5 ,156.4 ,
04/20/2001,   44 ,   65 ,   57 ,   98 ,  906 ,  499 , 0.00 ,175.3 ,155.1 ,
04/21/2001,   41 ,   59 ,   66 ,   99 ,  580 ,  231 , 0.63 ,175.3 ,158.8 ,
04/22/2001,   44 ,   63 ,   47 ,   98 , 1041 ,   81 , 0.00 ,175.3 ,157.3 ,
04/23/2001,   58 ,   80 ,   29 ,   74 , 2482 , 1303 , 0.00 ,171.0 ,154.4 ,
04/24/2001,   68 ,   92 ,   14 ,   37 , 4408 , 2349 , 0.00 ,164.7 ,150.7 ,
04/25/2001,   74 ,   91 ,   17 ,   40 , 4123 , 2779 , 0.00 ,159.0 ,147.3 ,
04/26/2001,   48 ,   90 ,   19 ,   99 , 3900 ,  973 , 0.00 ,156.2 ,145.7 ,
04/27/2001,   49 ,   73 ,   59 ,   99 , 1136 ,  435 , 0.00 ,154.8 ,144.9 ,
04/29/2001,   50 ,   69 ,   68 ,   99 ,  774 ,  243 , 0.01 ,146.9 ,140.3 ,
04/30/2001,   50 ,   73 ,   59 ,   98 , 1136 ,  254 , 0.00 ,145.6 ,139.5 ,
05/01/2001,   50 ,   85 ,   43 ,   99 , 2342 ,  700 , 0.00 ,145.6 ,139.8 ,
05/02/2001,   50 ,   70 ,   69 ,   99 ,  776 ,  352 , 0.00 ,145.6 ,142.1 ,
05/03/2001,   49 ,   77 ,   12 ,   99 , 2787 , 1630 , 0.00 ,145.6 ,142.6 ,
05/04/2001,   64 ,   80 ,   12 ,   59 , 3076 , 1176 , 0.00 ,143.0 ,138.7 ,
05/06/2001,   58 ,   79 ,   35 ,   55 , 2199 , 1059 , 0.00 ,136.4 ,134.8 ,
05/07/2001,   63 ,   86 ,   27 ,   54 , 3097 , 1243 , 0.00 ,122.6 ,126.8 ,
05/08/2001,   69 ,   93 ,   20 ,   45 , 4229 , 1941 , 0.00 ,113.1 ,122.2 ,
05/09/2001,   65 ,   97 ,   20 ,   67 , 4783 , 1747 , 0.00 ,106.3 ,119.4 ,
05/10/2001,   59 ,   87 ,   43 ,   91 , 2496 ,  965 , 0.00 ,106.0 ,119.3 ,
05/11/2001,   53 ,   79 ,   42 ,   99 , 1962 ,  422 , 0.00 ,106.0 ,120.5 ,
05/12/2001,   53 ,   73 ,   67 ,   99 ,  914 ,  144 , 0.00 ,106.0 ,122.0 ,
05/13/2001,   53 ,   74 ,   64 ,   99 , 1032 ,  546 , 0.01 ,106.0 ,123.6 ,
05/14/2001,   51 ,   69 ,   66 ,   99 ,  822 ,  197 , 0.00 ,106.0 ,121.8 ,
05/15/2001,   52 ,   73 ,   70 ,   99 ,  831 ,  121 , 0.00 ,106.0 ,123.2 ,
05/16/2001,   53 ,   75 ,   64 ,   99 , 1067 ,  329 , 0.00 ,106.0 ,124.8 ,
05/17/2001,   53 ,   73 ,   59 ,   99 , 1136 ,  264 , 0.00 ,106.0 ,125.9 ,
05/18/2001,   54 ,   76 ,   58 ,   99 , 1287 ,  552 , 0.00 ,106.0 ,127.2 ,
05/19/2001,   55 ,   67 ,   88 ,   99 ,  271 ,  148 , 0.01 ,106.0 ,130.7 ,
05/20/2001,   54 ,   71 ,   72 ,   99 ,  725 ,  141 , 0.00 ,106.0 ,131.2 ,
05/21/2001,   54 ,   67 ,   93 ,   99 ,  158 ,    0 , 0.01 ,106.0 ,132.9 ,
05/23/2001,   63 ,   95 ,   20 ,   91 , 4499 , 1929 , 0.00 ,106.0 ,131.2 ,
05/24/2001,   57 ,  100 ,   22 ,   99 , 5107 , 1429 , 0.00 ,106.0 ,130.9 ,
05/25/2001,   56 ,   73 ,   81 ,   99 ,  526 ,   54 , 0.00 ,106.0 ,132.8 ,
05/26/2001,   56 ,   73 ,   79 ,   99 ,  582 ,  131 , 0.01 ,106.0 ,135.7 ,
05/27/2001,   55 ,   66 ,   93 ,   99 ,  153 ,  267 , 0.01 ,106.0 ,138.6 ,
05/28/2001,   55 ,   71 ,   74 ,   99 ,  673 ,  459 , 0.01 ,106.0 ,140.0 ,
